,害蟲名稱,縣市,鄉鎮,年度,月份,旬,平均值,ID,date,St
547,斜紋夜蛾,台南市,官田區,2014,1,2,19.3,C0O900,2014-01-11,C0O900
548,斜紋夜蛾,台中市,霧峰區,2014,1,2,64.7,C1F9B1,2014-01-11,C1F9B1
549,斜紋夜蛾,台中市,龍井區,2014,1,2,1.0,467770,2014-01-11,467770
550,斜紋夜蛾,台中市,大甲區,2014,1,2,1.0,C0F930,2014-01-11,C0F930
551,斜紋夜蛾,彰化縣,福興鄉,2014,1,1,9.7,C0G640,2014-01-01,C0G640
552,斜紋夜蛾,彰化縣,田尾鄉,2014,1,1,3.3,C0G840,2014-01-01,C0G840
553,斜紋夜蛾,彰化縣,大城鄉,2014,1,1,18.7,C0G840,2014-01-01,C0G840
554,斜紋夜蛾,新竹縣,竹北市,2014,1,1,5.3,467571,2014-01-01,467571
555,斜紋夜蛾,新北市,蘆洲區,2014,1,1,36.7,C0ACA0,2014-01-01,C0ACA0
556,斜紋夜蛾,雲林縣,褒忠鄉,2014,1,1,3.7,C0K250,2014-01-01,C0K250
557,斜紋夜蛾,高雄市,岡山區,2014,1,1,6.3,C0V670,2014-01-01,C0V670
558,斜紋夜蛾,苗栗縣,後龍鎮,2014,1,1,12.0,C0E750,2014-01-01,C0E750
559,斜紋夜蛾,花蓮縣,新秀地區,2014,1,1,10.7,466990,2014-01-01,466990
560,斜紋夜蛾,花蓮縣,吉安鄉,2014,1,1,7.7,466990,2014-01-01,466990
561,斜紋夜蛾,台南市,官田區,2014,1,1,23.7,C0O900,2014-01-01,C0O900
562,斜紋夜蛾,台中市,霧峰區,2014,1,1,63.7,C1F9B1,2014-01-01,C1F9B1
563,斜紋夜蛾,台中市,龍井區,2014,1,1,0.3,467770,2014-01-01,467770
564,斜紋夜蛾,台中市,大甲區,2014,1,1,2.0,C0F930,2014-01-01,C0F930
565,斜紋夜蛾,彰化縣,福興鄉,2013,12,3,5.3,C0G640,2013-12-21,C0G640
566,斜紋夜蛾,彰化縣,田尾鄉,2013,12,3,5.0,C0G840,2013-12-21,C0G840
567,斜紋夜蛾,彰化縣,大城鄉,2013,12,3,13.3,C0G840,2013-12-21,C0G840
568,斜紋夜蛾,新北市,蘆洲區,2013,12,3,61.3,C0ACA0,2013-12-21,C0ACA0
569,斜紋夜蛾,雲林縣,褒忠鄉,2013,12,3,6.7,C0K250,2013-12-21,C0K250
570,斜紋夜蛾,高雄市,岡山區,2013,12,3,2.3,C0V670,2013-12-21,C0V670
571,斜紋夜蛾,苗栗縣,後龍鎮,2013,12,3,26.3,C0E750,2013-12-21,C0E750
572,斜紋夜蛾,花蓮縣,新秀地區,2013,12,3,11.3,466990,2013-12-21,466990
573,斜紋夜蛾,花蓮縣,吉安鄉,2013,12,3,6.3,466990,2013-12-21,466990
574,斜紋夜蛾,宜蘭縣,三星地區,2013,12,3,1.0,C1U660,2013-12-21,C1U660
575,斜紋夜蛾,台南市,官田區,2013,12,3,48.7,C0O900,2013-12-21,C0O900
576,斜紋夜蛾,台中市,龍井區,2013,12,3,9.7,467770,2013-12-21,467770
577,斜紋夜蛾,台中市,大甲區,2013,12,3,0.7,C0F930,2013-12-21,C0F930
578,斜紋夜蛾,彰化縣,福興鄉,2013,12,2,9.0,C0G640,2013-12-11,C0G640
579,斜紋夜蛾,彰化縣,田尾鄉,2013,12,2,3.3,C0G840,2013-12-11,C0G840
580,斜紋夜蛾,彰化縣,大城鄉,2013,12,2,30.0,C0G840,2013-12-11,C0G840
581,斜紋夜蛾,新竹縣,竹北市,2013,12,2,10.0,467571,2013-12-11,467571
582,斜紋夜蛾,新北市,蘆洲區,2013,12,2,54.0,C0ACA0,2013-12-11,C0ACA0
583,斜紋夜蛾,雲林縣,褒忠鄉,2013,12,2,5.7,C0K250,2013-12-11,C0K250
584,斜紋夜蛾,高雄市,岡山區,2013,12,2,10.0,C0V670,2013-12-11,C0V670
585,斜紋夜蛾,苗栗縣,後龍鎮,2013,12,2,28.3,C0E750,2013-12-11,C0E750
586,斜紋夜蛾,花蓮縣,新秀地區,2013,12,2,10.0,466990,2013-12-11,466990
587,斜紋夜蛾,花蓮縣,吉安鄉,2013,12,2,7.3,466990,2013-12-11,466990
588,斜紋夜蛾,宜蘭縣,三星地區,2013,12,2,1.7,C1U660,2013-12-11,C1U660
589,斜紋夜蛾,台南市,官田區,2013,12,2,12.0,C0O900,2013-12-11,C0O900
590,斜紋夜蛾,台中市,霧峰區,2013,12,2,58.0,C1F9B1,2013-12-11,C1F9B1
591,斜紋夜蛾,台中市,龍井區,2013,12,2,13.0,467770,2013-12-11,467770
592,斜紋夜蛾,台中市,大甲區,2013,12,2,2.3,C0F930,2013-12-11,C0F930
593,斜紋夜蛾,彰化縣,福興鄉,2013,12,1,16.7,C0G640,2013-12-01,C0G640
594,斜紋夜蛾,彰化縣,田尾鄉,2013,12,1,5.0,C0G840,2013-12-01,C0G840
595,斜紋夜蛾,彰化縣,大城鄉,2013,12,1,74.3,C0G840,2013-12-01,C0G840
596,斜紋夜蛾,新竹縣,竹北市,2013,12,1,0.0,467571,2013-12-01,467571
597,斜紋夜蛾,新北市,蘆洲區,2013,12,1,45.3,C0ACA0,2013-12-01,C0ACA0
598,斜紋夜蛾,雲林縣,褒忠鄉,2013,12,1,10.0,C0K250,2013-12-01,C0K250
599,斜紋夜蛾,高雄市,岡山區,2013,12,1,6.7,C0V670,2013-12-01,C0V670
600,斜紋夜蛾,苗栗縣,後龍鎮,2013,12,1,60.3,C0E750,2013-12-01,C0E750
601,斜紋夜蛾,花蓮縣,新秀地區,2013,12,1,8.7,466990,2013-12-01,466990
602,斜紋夜蛾,花蓮縣,吉安鄉,2013,12,1,6.3,466990,2013-12-01,466990
603,斜紋夜蛾,宜蘭縣,三星地區,2013,12,1,2.0,C1U660,2013-12-01,C1U660
604,斜紋夜蛾,台南市,官田區,2013,12,1,34.0,C0O900,2013-12-01,C0O900
605,斜紋夜蛾,台中市,霧峰區,2013,12,1,62.0,C1F9B1,2013-12-01,C1F9B1
606,斜紋夜蛾,台中市,龍井區,2013,12,1,18.0,467770,2013-12-01,467770
607,斜紋夜蛾,台中市,大甲區,2013,12,1,1.3,C0F930,2013-12-01,C0F930
608,斜紋夜蛾,彰化縣,福興鄉,2013,11,3,21.0,C0G640,2013-11-21,C0G640
609,斜紋夜蛾,彰化縣,田尾鄉,2013,11,3,5.0,C0G840,2013-11-21,C0G840
610,斜紋夜蛾,彰化縣,大城鄉,2013,11,3,180.0,C0G840,2013-11-21,C0G840
611,斜紋夜蛾,新竹縣,竹北市,2013,11,3,7.0,467571,2013-11-21,467571
612,斜紋夜蛾,新北市,蘆洲區,2013,11,3,24.7,C0ACA0,2013-11-21,C0ACA0
613,斜紋夜蛾,雲林縣,褒忠鄉,2013,11,3,9.7,C0K250,2013-11-21,C0K250
614,斜紋夜蛾,高雄市,岡山區,2013,11,3,7.7,C0V670,2013-11-21,C0V670
615,斜紋夜蛾,苗栗縣,後龍鎮,2013,11,3,13.0,C0E750,2013-11-21,C0E750
616,斜紋夜蛾,花蓮縣,新秀地區,2013,11,3,9.0,466990,2013-11-21,466990
617,斜紋夜蛾,花蓮縣,吉安鄉,2013,11,3,6.3,466990,2013-11-21,466990
618,斜紋夜蛾,宜蘭縣,三星地區,2013,11,3,1.0,C1U660,2013-11-21,C1U660
619,斜紋夜蛾,台南市,官田區,2013,11,3,57.0,C0O900,2013-11-21,C0O900
620,斜紋夜蛾,台中市,霧峰區,2013,11,3,59.7,C1F9B1,2013-11-21,C1F9B1
621,斜紋夜蛾,台中市,龍井區,2013,11,3,29.7,467770,2013-11-21,467770
622,斜紋夜蛾,台中市,大甲區,2013,11,3,0.7,C0F930,2013-11-21,C0F930
623,斜紋夜蛾,彰化縣,福興鄉,2013,11,2,10.7,C0G640,2013-11-11,C0G640
624,斜紋夜蛾,彰化縣,大城鄉,2013,11,2,170.0,C0G840,2013-11-11,C0G840
625,斜紋夜蛾,新竹縣,竹北市,2013,11,2,5.7,467571,2013-11-11,467571
626,斜紋夜蛾,新北市,蘆洲區,2013,11,2,23.3,C0ACA0,2013-11-11,C0ACA0
627,斜紋夜蛾,雲林縣,褒忠鄉,2013,11,2,21.0,C0K250,2013-11-11,C0K250
628,斜紋夜蛾,高雄市,岡山區,2013,11,2,9.0,C0V670,2013-11-11,C0V670
629,斜紋夜蛾,苗栗縣,後龍鎮,2013,11,2,16.0,C0E750,2013-11-11,C0E750
630,斜紋夜蛾,花蓮縣,新秀地區,2013,11,2,9.7,466990,2013-11-11,466990
631,斜紋夜蛾,花蓮縣,吉安鄉,2013,11,2,6.3,466990,2013-11-11,466990
632,斜紋夜蛾,宜蘭縣,三星地區,2013,11,2,1.0,C1U660,2013-11-11,C1U660
633,斜紋夜蛾,台南市,官田區,2013,11,2,107.3,C0O900,2013-11-11,C0O900
634,斜紋夜蛾,台中市,霧峰區,2013,11,2,59.7,C1F9B1,2013-11-11,C1F9B1
635,斜紋夜蛾,台中市,龍井區,2013,11,2,20.7,467770,2013-11-11,467770
636,斜紋夜蛾,台中市,大甲區,2013,11,2,1.0,C0F930,2013-11-11,C0F930
637,斜紋夜蛾,彰化縣,福興鄉,2013,11,1,11.3,C0G640,2013-11-01,C0G640
638,斜紋夜蛾,彰化縣,大城鄉,2013,11,1,163.3,C0G840,2013-11-01,C0G840
639,斜紋夜蛾,新竹縣,竹北市,2013,11,1,8.7,467571,2013-11-01,467571
640,斜紋夜蛾,新北市,蘆洲區,2013,11,1,45.7,C0ACA0,2013-11-01,C0ACA0
641,斜紋夜蛾,雲林縣,褒忠鄉,2013,11,1,6.0,C0K250,2013-11-01,C0K250
642,斜紋夜蛾,高雄市,岡山區,2013,11,1,7.7,C0V670,2013-11-01,C0V670
643,斜紋夜蛾,苗栗縣,後龍鎮,2013,11,1,15.0,C0E750,2013-11-01,C0E750
644,斜紋夜蛾,花蓮縣,新秀地區,2013,11,1,11.3,466990,2013-11-01,466990
645,斜紋夜蛾,花蓮縣,吉安鄉,2013,11,1,6.3,466990,2013-11-01,466990
646,斜紋夜蛾,宜蘭縣,三星地區,2013,11,1,1.3,C1U660,2013-11-01,C1U660
647,斜紋夜蛾,台南市,官田區,2013,11,1,117.7,C0O900,2013-11-01,C0O900
648,斜紋夜蛾,台中市,霧峰區,2013,11,1,66.3,C1F9B1,2013-11-01,C1F9B1
649,斜紋夜蛾,台中市,龍井區,2013,11,1,9.0,467770,2013-11-01,467770
650,斜紋夜蛾,台中市,大甲區,2013,11,1,0.7,C0F930,2013-11-01,C0F930
651,斜紋夜蛾,彰化縣,福興鄉,2013,10,3,28.0,C0G640,2013-10-21,C0G640
652,斜紋夜蛾,彰化縣,田尾鄉,2013,10,3,13.3,C0G840,2013-10-21,C0G840
653,斜紋夜蛾,彰化縣,大城鄉,2013,10,3,123.3,C0G840,2013-10-21,C0G840
654,斜紋夜蛾,新竹縣,竹北市,2013,10,3,4.7,467571,2013-10-21,467571
655,斜紋夜蛾,新北市,蘆洲區,2013,10,3,35.0,C0ACA0,2013-10-21,C0ACA0
656,斜紋夜蛾,雲林縣,褒忠鄉,2013,10,3,11.7,C0K250,2013-10-21,C0K250
657,斜紋夜蛾,高雄市,岡山區,2013,10,3,5.0,C0V670,2013-10-21,C0V670
658,斜紋夜蛾,桃園縣,八德市,2013,10,3,12.3,C0C490,2013-10-21,C0C490
659,斜紋夜蛾,苗栗縣,後龍鎮,2013,10,3,2.0,C0E750,2013-10-21,C0E750
660,斜紋夜蛾,花蓮縣,新秀地區,2013,10,3,11.3,466990,2013-10-21,466990
661,斜紋夜蛾,花蓮縣,吉安鄉,2013,10,3,7.3,466990,2013-10-21,466990
662,斜紋夜蛾,台南市,官田區,2013,10,3,74.3,C0O900,2013-10-21,C0O900
663,斜紋夜蛾,台中市,霧峰區,2013,10,3,61.3,C1F9B1,2013-10-21,C1F9B1
664,斜紋夜蛾,台中市,龍井區,2013,10,3,12.0,467770,2013-10-21,467770
665,斜紋夜蛾,台中市,大甲區,2013,10,3,3.7,C0F930,2013-10-21,C0F930
666,斜紋夜蛾,彰化縣,福興鄉,2013,10,2,29.67,C0G640,2013-10-11,C0G640
667,斜紋夜蛾,彰化縣,大城鄉,2013,10,2,135.33,C0G840,2013-10-11,C0G840
668,斜紋夜蛾,新竹縣,竹北市,2013,10,2,4.67,467571,2013-10-11,467571
669,斜紋夜蛾,新北市,蘆洲區,2013,10,2,24.33,C0ACA0,2013-10-11,C0ACA0
670,斜紋夜蛾,雲林縣,褒忠鄉,2013,10,2,11.33,C0K250,2013-10-11,C0K250
671,斜紋夜蛾,高雄市,岡山區,2013,10,2,7.0,C0V670,2013-10-11,C0V670
672,斜紋夜蛾,苗栗縣,後龍鎮,2013,10,2,0.0,C0E750,2013-10-11,C0E750
673,斜紋夜蛾,花蓮縣,新秀地區,2013,10,2,14.67,466990,2013-10-11,466990
674,斜紋夜蛾,花蓮縣,吉安鄉,2013,10,2,7.33,466990,2013-10-11,466990
675,斜紋夜蛾,宜蘭縣,三星地區,2013,10,2,0.0,C1U660,2013-10-11,C1U660
676,斜紋夜蛾,台南市,官田區,2013,10,2,36.0,C0O900,2013-10-11,C0O900
677,斜紋夜蛾,台中市,霧峰區,2013,10,2,61.33,C1F9B1,2013-10-11,C1F9B1
678,斜紋夜蛾,台中市,大甲區,2013,10,2,3.0,C0F930,2013-10-11,C0F930
679,斜紋夜蛾,彰化縣,福興鄉,2013,10,1,44.0,C0G640,2013-10-01,C0G640
680,斜紋夜蛾,彰化縣,田尾鄉,2013,10,1,6.67,C0G840,2013-10-01,C0G840
681,斜紋夜蛾,彰化縣,大城鄉,2013,10,1,68.33,C0G840,2013-10-01,C0G840
682,斜紋夜蛾,新竹縣,竹北市,2013,10,1,4.0,467571,2013-10-01,467571
683,斜紋夜蛾,新北市,蘆洲區,2013,10,1,25.33,C0ACA0,2013-10-01,C0ACA0
684,斜紋夜蛾,雲林縣,褒忠鄉,2013,10,1,11.33,C0K250,2013-10-01,C0K250
685,斜紋夜蛾,高雄市,岡山區,2013,10,1,5.33,C0V670,2013-10-01,C0V670
686,斜紋夜蛾,苗栗縣,後龍鎮,2013,10,1,2.67,C0E750,2013-10-01,C0E750
687,斜紋夜蛾,花蓮縣,新秀地區,2013,10,1,17.67,466990,2013-10-01,466990
688,斜紋夜蛾,花蓮縣,吉安鄉,2013,10,1,7.0,466990,2013-10-01,466990
689,斜紋夜蛾,宜蘭縣,三星地區,2013,10,1,0.33,C1U660,2013-10-01,C1U660
690,斜紋夜蛾,台南市,官田區,2013,10,1,16.67,C0O900,2013-10-01,C0O900
691,斜紋夜蛾,台中市,龍井區,2013,10,1,0.67,467770,2013-10-01,467770
692,斜紋夜蛾,台中市,大甲區,2013,10,1,2.0,C0F930,2013-10-01,C0F930
693,斜紋夜蛾,彰化縣,福興鄉,2013,9,3,32.67,C0G640,2013-09-21,C0G640
694,斜紋夜蛾,彰化縣,田尾鄉,2013,9,3,10.0,C0G840,2013-09-21,C0G840
695,斜紋夜蛾,彰化縣,大城鄉,2013,9,3,41.67,C0G840,2013-09-21,C0G840
696,斜紋夜蛾,新竹縣,竹北市,2013,9,3,4.67,467571,2013-09-21,467571
697,斜紋夜蛾,新北市,蘆洲區,2013,9,3,51.67,C0ACA0,2013-09-21,C0ACA0
698,斜紋夜蛾,雲林縣,褒忠鄉,2013,9,3,12.67,C0K250,2013-09-21,C0K250
699,斜紋夜蛾,高雄市,岡山區,2013,9,3,2.33,C0V670,2013-09-21,C0V670
700,斜紋夜蛾,苗栗縣,後龍鎮,2013,9,3,4.67,C0E750,2013-09-21,C0E750
701,斜紋夜蛾,花蓮縣,新秀地區,2013,9,3,18.67,466990,2013-09-21,466990
702,斜紋夜蛾,花蓮縣,吉安鄉,2013,9,3,9.0,466990,2013-09-21,466990
703,斜紋夜蛾,宜蘭縣,三星地區,2013,9,3,0.33,C1U660,2013-09-21,C1U660
704,斜紋夜蛾,台南市,官田區,2013,9,3,29.33,C0O900,2013-09-21,C0O900
705,斜紋夜蛾,台中市,霧峰區,2013,9,3,56.67,C1F9B1,2013-09-21,C1F9B1
706,斜紋夜蛾,台中市,龍井區,2013,9,3,2.33,467770,2013-09-21,467770
707,斜紋夜蛾,台中市,大甲區,2013,9,3,2.33,C0F930,2013-09-21,C0F930
708,斜紋夜蛾,彰化縣,福興鄉,2013,9,2,21.0,C0G640,2013-09-11,C0G640
709,斜紋夜蛾,彰化縣,田尾鄉,2013,9,2,3.33,C0G840,2013-09-11,C0G840
710,斜紋夜蛾,彰化縣,大城鄉,2013,9,2,65.0,C0G840,2013-09-11,C0G840
711,斜紋夜蛾,新竹縣,竹北市,2013,9,2,4.67,467571,2013-09-11,467571
712,斜紋夜蛾,新北市,蘆洲區,2013,9,2,53.67,C0ACA0,2013-09-11,C0ACA0
713,斜紋夜蛾,雲林縣,褒忠鄉,2013,9,2,13.0,C0K250,2013-09-11,C0K250
714,斜紋夜蛾,高雄市,岡山區,2013,9,2,4.33,C0V670,2013-09-11,C0V670
715,斜紋夜蛾,桃園縣,八德市,2013,9,2,12.0,C0C490,2013-09-11,C0C490
716,斜紋夜蛾,苗栗縣,後龍鎮,2013,9,2,16.33,C0E750,2013-09-11,C0E750
717,斜紋夜蛾,花蓮縣,新秀地區,2013,9,2,21.67,466990,2013-09-11,466990
718,斜紋夜蛾,花蓮縣,吉安鄉,2013,9,2,8.67,466990,2013-09-11,466990
719,斜紋夜蛾,宜蘭縣,三星地區,2013,9,2,0.33,C1U660,2013-09-11,C1U660
720,斜紋夜蛾,台南市,官田區,2013,9,2,21.0,C0O900,2013-09-11,C0O900
721,斜紋夜蛾,台中市,霧峰區,2013,9,2,44.67,C1F9B1,2013-09-11,C1F9B1
722,斜紋夜蛾,台中市,龍井區,2013,9,2,1.0,467770,2013-09-11,467770
723,斜紋夜蛾,台中市,大甲區,2013,9,2,3.0,C0F930,2013-09-11,C0F930
724,斜紋夜蛾,彰化縣,福興鄉,2013,9,1,19.67,C0G640,2013-09-01,C0G640
725,斜紋夜蛾,彰化縣,田尾鄉,2013,9,1,8.33,C0G840,2013-09-01,C0G840
726,斜紋夜蛾,彰化縣,大城鄉,2013,9,1,68.67,C0G840,2013-09-01,C0G840
727,斜紋夜蛾,新竹縣,竹北市,2013,9,1,5.0,467571,2013-09-01,467571
728,斜紋夜蛾,新北市,蘆洲區,2013,9,1,63.0,C0ACA0,2013-09-01,C0ACA0
729,斜紋夜蛾,雲林縣,褒忠鄉,2013,9,1,12.33,C0K250,2013-09-01,C0K250
730,斜紋夜蛾,高雄市,岡山區,2013,9,1,3.67,C0V670,2013-09-01,C0V670
731,斜紋夜蛾,桃園縣,八德市,2013,9,1,10.67,C0C490,2013-09-01,C0C490
732,斜紋夜蛾,苗栗縣,後龍鎮,2013,9,1,15.67,C0E750,2013-09-01,C0E750
733,斜紋夜蛾,花蓮縣,新秀地區,2013,9,1,29.33,466990,2013-09-01,466990
734,斜紋夜蛾,花蓮縣,吉安鄉,2013,9,1,9.0,466990,2013-09-01,466990
735,斜紋夜蛾,台南市,官田區,2013,9,1,23.67,C0O900,2013-09-01,C0O900
736,斜紋夜蛾,台中市,龍井區,2013,9,1,22.33,467770,2013-09-01,467770
737,斜紋夜蛾,台中市,大甲區,2013,9,1,5.0,C0F930,2013-09-01,C0F930
738,斜紋夜蛾,彰化縣,福興鄉,2013,8,3,13.33,C0G640,2013-08-21,C0G640
739,斜紋夜蛾,彰化縣,田尾鄉,2013,8,3,0.0,C0G840,2013-08-21,C0G840
740,斜紋夜蛾,彰化縣,大城鄉,2013,8,3,25.67,C0G840,2013-08-21,C0G840
741,斜紋夜蛾,新竹縣,竹北市,2013,8,3,4.33,467571,2013-08-21,467571
742,斜紋夜蛾,新北市,蘆洲區,2013,8,3,98.0,C0ACA0,2013-08-21,C0ACA0
743,斜紋夜蛾,雲林縣,褒忠鄉,2013,8,3,19.67,C0K250,2013-08-21,C0K250
744,斜紋夜蛾,高雄市,岡山區,2013,8,3,4.67,C0V670,2013-08-21,C0V670
745,斜紋夜蛾,苗栗縣,後龍鎮,2013,8,3,9.33,C0E750,2013-08-21,C0E750
746,斜紋夜蛾,花蓮縣,新秀地區,2013,8,3,34.67,466990,2013-08-21,466990
747,斜紋夜蛾,宜蘭縣,三星地區,2013,8,3,3.0,C1U660,2013-08-21,C1U660
748,斜紋夜蛾,台南市,官田區,2013,8,3,6.0,C0O900,2013-08-21,C0O900
749,斜紋夜蛾,台中市,霧峰區,2013,8,3,35.67,C1F9B1,2013-08-21,C1F9B1
750,斜紋夜蛾,台中市,龍井區,2013,8,3,11.67,467770,2013-08-21,467770
751,斜紋夜蛾,台中市,大甲區,2013,8,3,0.33,C0F930,2013-08-21,C0F930
752,斜紋夜蛾,彰化縣,福興鄉,2013,8,1,33.7,C0G640,2013-08-01,C0G640
753,斜紋夜蛾,彰化縣,田尾鄉,2013,8,1,5.0,C0G840,2013-08-01,C0G840
754,斜紋夜蛾,彰化縣,大城鄉,2013,8,1,40.7,C0G840,2013-08-01,C0G840
755,斜紋夜蛾,新竹縣,竹北市,2013,8,1,5.3,467571,2013-08-01,467571
756,斜紋夜蛾,新北市,蘆洲區,2013,8,1,76.7,C0ACA0,2013-08-01,C0ACA0
757,斜紋夜蛾,雲林縣,褒忠鄉,2013,8,1,6.7,C0K250,2013-08-01,C0K250
758,斜紋夜蛾,高雄市,岡山區,2013,8,1,8.0,C0V670,2013-08-01,C0V670
759,斜紋夜蛾,苗栗縣,後龍鎮,2013,8,1,8.0,C0E750,2013-08-01,C0E750
760,斜紋夜蛾,花蓮縣,新秀地區,2013,8,1,40.3,466990,2013-08-01,466990
761,斜紋夜蛾,花蓮縣,吉安鄉,2013,8,1,10.0,466990,2013-08-01,466990
762,斜紋夜蛾,宜蘭縣,三星地區,2013,8,1,0.3,C1U660,2013-08-01,C1U660
763,斜紋夜蛾,台南市,官田區,2013,8,1,16.7,C0O900,2013-08-01,C0O900
764,斜紋夜蛾,台中市,霧峰區,2013,8,1,35.3,C1F9B1,2013-08-01,C1F9B1
765,斜紋夜蛾,台中市,龍井區,2013,8,1,21.3,467770,2013-08-01,467770
766,斜紋夜蛾,台中市,大甲區,2013,8,1,1.0,C0F930,2013-08-01,C0F930
767,斜紋夜蛾,彰化縣,福興鄉,2013,7,3,19.7,C0G640,2013-07-21,C0G640
768,斜紋夜蛾,彰化縣,田尾鄉,2013,7,3,6.7,C0G840,2013-07-21,C0G840
769,斜紋夜蛾,彰化縣,大城鄉,2013,7,3,25.7,C0G840,2013-07-21,C0G840
770,斜紋夜蛾,新竹縣,竹北市,2013,7,3,5.3,467571,2013-07-21,467571
771,斜紋夜蛾,新北市,蘆洲區,2013,7,3,27.3,C0ACA0,2013-07-21,C0ACA0
772,斜紋夜蛾,雲林縣,褒忠鄉,2013,7,3,3.0,C0K250,2013-07-21,C0K250
773,斜紋夜蛾,高雄市,岡山區,2013,7,3,5.3,C0V670,2013-07-21,C0V670
774,斜紋夜蛾,苗栗縣,後龍鎮,2013,7,3,5.3,C0E750,2013-07-21,C0E750
775,斜紋夜蛾,花蓮縣,新秀地區,2013,7,3,42.7,466990,2013-07-21,466990
776,斜紋夜蛾,花蓮縣,吉安鄉,2013,7,3,9.3,466990,2013-07-21,466990
777,斜紋夜蛾,宜蘭縣,三星地區,2013,7,3,1.3,C1U660,2013-07-21,C1U660
778,斜紋夜蛾,台南市,官田區,2013,7,3,9.3,C0O900,2013-07-21,C0O900
779,斜紋夜蛾,台中市,霧峰區,2013,7,3,33.0,C1F9B1,2013-07-21,C1F9B1
780,斜紋夜蛾,台中市,龍井區,2013,7,3,4.3,467770,2013-07-21,467770
781,斜紋夜蛾,台中市,大甲區,2013,7,3,2.0,C0F930,2013-07-21,C0F930
782,斜紋夜蛾,彰化縣,福興鄉,2013,7,2,35.7,C0G640,2013-07-11,C0G640
783,斜紋夜蛾,彰化縣,田尾鄉,2013,7,2,6.7,C0G840,2013-07-11,C0G840
784,斜紋夜蛾,彰化縣,大城鄉,2013,7,2,31.0,C0G840,2013-07-11,C0G840
785,斜紋夜蛾,新竹縣,竹北市,2013,7,2,7.0,467571,2013-07-11,467571
786,斜紋夜蛾,新北市,蘆洲區,2013,7,2,21.0,C0ACA0,2013-07-11,C0ACA0
787,斜紋夜蛾,雲林縣,褒忠鄉,2013,7,2,0.0,C0K250,2013-07-11,C0K250
788,斜紋夜蛾,高雄市,岡山區,2013,7,2,2.3,C0V670,2013-07-11,C0V670
789,斜紋夜蛾,花蓮縣,新秀地區,2013,7,2,37.0,466990,2013-07-11,466990
790,斜紋夜蛾,花蓮縣,吉安鄉,2013,7,2,7.7,466990,2013-07-11,466990
791,斜紋夜蛾,宜蘭縣,三星地區,2013,7,2,3.0,C1U660,2013-07-11,C1U660
792,斜紋夜蛾,台南市,官田區,2013,7,2,35.7,C0O900,2013-07-11,C0O900
793,斜紋夜蛾,台中市,霧峰區,2013,7,2,32.0,C1F9B1,2013-07-11,C1F9B1
794,斜紋夜蛾,台中市,龍井區,2013,7,2,69.3,467770,2013-07-11,467770
795,斜紋夜蛾,台中市,大甲區,2013,7,2,1.0,C0F930,2013-07-11,C0F930
796,斜紋夜蛾,彰化縣,福興鄉,2013,7,1,52.7,C0G640,2013-07-01,C0G640
797,斜紋夜蛾,彰化縣,田尾鄉,2013,7,1,10.0,C0G840,2013-07-01,C0G840
798,斜紋夜蛾,彰化縣,大城鄉,2013,7,1,21.0,C0G840,2013-07-01,C0G840
799,斜紋夜蛾,新竹縣,竹北市,2013,7,1,7.0,467571,2013-07-01,467571
800,斜紋夜蛾,新北市,蘆洲區,2013,7,1,21.7,C0ACA0,2013-07-01,C0ACA0
801,斜紋夜蛾,雲林縣,褒忠鄉,2013,7,1,9.7,C0K250,2013-07-01,C0K250
802,斜紋夜蛾,高雄市,岡山區,2013,7,1,4.7,C0V670,2013-07-01,C0V670
803,斜紋夜蛾,苗栗縣,後龍鎮,2013,7,1,73.3,C0E750,2013-07-01,C0E750
804,斜紋夜蛾,苗栗縣,公館鄉,2013,7,1,1.7,C0E780,2013-07-01,C0E780
805,斜紋夜蛾,花蓮縣,新秀地區,2013,7,1,34.3,466990,2013-07-01,466990
806,斜紋夜蛾,花蓮縣,吉安鄉,2013,7,1,8.3,466990,2013-07-01,466990
807,斜紋夜蛾,宜蘭縣,三星地區,2013,7,1,13.0,C1U660,2013-07-01,C1U660
808,斜紋夜蛾,台南市,官田區,2013,7,1,29.7,C0O900,2013-07-01,C0O900
809,斜紋夜蛾,台中市,霧峰區,2013,7,1,16.3,C1F9B1,2013-07-01,C1F9B1
810,斜紋夜蛾,台中市,龍井區,2013,7,1,147.7,467770,2013-07-01,467770
811,斜紋夜蛾,台中市,大甲區,2013,7,1,0.3,C0F930,2013-07-01,C0F930
812,斜紋夜蛾,彰化縣,福興鄉,2013,6,3,34.0,C0G640,2013-06-21,C0G640
813,斜紋夜蛾,彰化縣,大城鄉,2013,6,3,26.0,C0G840,2013-06-21,C0G840
814,斜紋夜蛾,新竹縣,竹北市,2013,6,3,17.3,467571,2013-06-21,467571
815,斜紋夜蛾,新北市,蘆洲區,2013,6,3,22.0,C0ACA0,2013-06-21,C0ACA0
816,斜紋夜蛾,雲林縣,褒忠鄉,2013,6,3,5.0,C0K250,2013-06-21,C0K250
817,斜紋夜蛾,高雄市,岡山區,2013,6,3,3.7,C0V670,2013-06-21,C0V670
818,斜紋夜蛾,苗栗縣,後龍鎮,2013,6,3,109.0,C0E750,2013-06-21,C0E750
819,斜紋夜蛾,花蓮縣,新秀地區,2013,6,3,34.0,466990,2013-06-21,466990
820,斜紋夜蛾,花蓮縣,吉安鄉,2013,6,3,9.3,466990,2013-06-21,466990
